B59,25.9,-6.6,1.6,25.9,6.8,166.2,35.8,-35.7,-0.5,-6,,B203,25.5,-5.8,2,25.5,6.1,160.9,65.5,-65.2,-5.8,3.3,,B84,25.5,-4,0.7,25.5,4.1,169.2,51.2,-51.1,-1.2,2.5
B60,26.2,-6.7,-0.1,26.2,6.7,181,35.5,-35.5,-0.5,-6,,B204,25.8,-5.9,0.2,25.8,5.9,178,65.2,-64.9,-5.9,1.7,,B85,25.9,-4.9,0.4,25.9,4.9,175,50.9,-50.8,-2,2.2
B61,25.2,-5.3,-1.1,25.2,5.4,191.7,36.4,-36.4,0.6,-5,,B205,25.3,-4.3,-0.8,25.3,4.4,191.5,65.5,-65.4,-4.4,0.7,,B86,25.4,-5,0.5,25.4,5.1,173.8,51.3,-51.2,-2.1,2.3
B62,23.8,-4.1,-3.8,23.8,5.6,222.8,37.6,-37.6,1.7,-2,,B206,24.2,-2.7,-1.9,24.2,3.4,214.7,66.4,-66.3,-3,-0.1,,B87,24.6,-3.7,-2.2,24.6,4.3,210.9,51.9,-51.9,-0.9,-0.1
B63,24.2,-0.9,-3.1,24.2,3.2,252.7,37.5,-37.2,4.6,2,,B207,24.8,-2.6,-1.9,24.8,3.3,216.6,65.9,-65.9,-2.9,-0.2,,B88,24.9,-3.4,-0.5,24.9,3.4,189.3,51.7,-51.7,-0.7,1.3
B64,24.8,-0.9,-3.1,24.8,3.2,253.9,37,-36.7,4.6,3,,B208,24.9,-1.6,-1.7,24.9,2.4,226.5,65.8,-65.7,-2,0,,B89,24.9,-3.4,-0.5,24.9,3.4,189.3,51.7,-51.7,-0.7,1.3
B65,24.6,0.2,-1.2,24.6,1.2,281.7,37.3,-36.8,5.7,4,,B209,25.1,-1.4,-0.1,25.1,1.4,184,65.6,-65.5,-1.8,1.4,,B90,24.5,-2.5,-0.2,24.5,2.5,185.2,52.1,-52.1,0.1,1.6
B66,16,-3.3,2.4,16,4.1,144.3,44.9,-44.6,2.4,5,,Y1,16,-3.3,2.4,16,4.1,144.3,0,0,0,0,,B91,16,-3.3,2.4,16,4.1,144.3,59.9,-59.7,-0.6,4
B67,15.3,-1.8,3.1,15.3,3.6,120.2,45.6,-45.2,3.8,5,,B6,15.3,-1.8,3.1,15.3,3.6,120.2,1.6,-0.6,1.3,0.6,,B92,15.1,-0.5,0.4,15.1,0.7,137.8,60.6,-60.5,1.9,2.2
B68,15.3,-1.8,3.1,15.3,3.6,120.2,45.6,-45.2,3.8,4,,B7,15.1,-0.5,0.4,15.1,0.7,137.8,3.1,-0.7,2.5,-1.7,,B93,16,-3.3,2.4,16,4.1,144.3,59.9,-59.7,-0.6,4
B69,16.2,-4.6,5.1,16.2,6.9,132,44.9,-44.5,1.3,3,,B8,15.3,-1.8,3.1,15.3,3.6,120.2,1.6,-0.6,1.3,0.6,,B94,16,-3.3,2.4,16,4.1,144.3,59.9,-59.7,-0.6,4
B70,15.3,-1.8,3.1,15.3,3.6,120.2,45.6,-45.2,3.8,2,,B9,15.3,-1.8,3.1,15.3,3.6,120.2,1.6,-0.6,1.3,0.6,,B95,16,-3.3,2.4,16,4.1,144.3,59.9,-59.7,-0.6,4
B71,15.3,-1.8,3.1,15.3,3.6,120.2,45.6,-45.2,3.8,1,,B10,15.3,-1.8,3.1,15.3,3.6,120.2,1.6,-0.6,1.3,0.6,,B96,16,-3.3,2.4,16,4.1,144.3,59.9,-59.7,-0.6,4
B72,16,-3.3,2.4,16,4.1,144.3,44.9,-44.6,2.4,-2,,B11,14.9,-2.3,0,14.9,2.3,177.9,2.5,-0.9,0.9,-2.1,,B97,16,-3.3,2.4,16,4.1,144.3,59.9,-59.7,-0.6,4
B73,16,-3.3,2.4,16,4.1,144.3,44.9,-44.6,2.4,-1,,B12,15.1,-0.5,0.4,15.1,0.7,137.8,3.1,-0.7,2.5,-1.7,,B98,16,-3.3,2.4,16,4.1,144.3,59.9,-59.7,-0.6,4
B74,15.8,-5.1,2,15.8,5.5,158.4,45,-44.8,0.8,-1,,B13,15.1,-0.5,0.4,15.1,0.7,137.8,3.1,-0.7,2.5,-1.7,,B99,16,-3.3,2.4,16,4.1,144.3,59.9,-59.7,-0.6,4
B75,14.9,-2.3,0,14.9,2.3,177.9,45.8,-45.6,3.4,1,,B14,14.9,-2.3,0,14.9,2.3,177.9,2.5,-0.9,0.9,-2.1,,B100,15.1,-0.5,0.4,15.1,0.7,137.8,60.6,-60.5,1.9,2.2
B76,15.1,-0.5,0.4,15.1,0.7,137.8,45.8,-45.4,5,4,,B15,14.9,-2.3,0,14.9,2.3,177.9,2.5,-0.9,0.9,-2.1,,B101,15.1,-0.5,0.4,15.1,0.7,137.8,60.6,-60.5,1.9,2.2
B77,15.1,-0.5,0.4,15.1,0.7,137.8,45.8,-45.4,5,5,,B16,15.1,-0.5,0.4,15.1,0.7,137.8,3.1,-0.7,2.5,-1.7,,B102,15.1,-0.5,0.4,15.1,0.7,137.8,60.6,-60.5,1.9,2.2
B78,15.1,-0.5,0.4,15.1,0.7,137.8,45.8,-45.4,5,5,,B17,15.1,-0.5,0.4,15.1,0.7,137.8,3.1,-0.7,2.5,-1.7,,B103,15.1,-0.5,0.4,15.1,0.7,137.8,60.6,-60.5,1.9,2.2
B79,7.8,4.8,-1.5,7.8,5.1,342.8,52.9,-52,9.9,6,,B18,7.8,-1.5,2.6,7.8,3,120.7,7.5,-7.3,1.6,0.1,,B104,7.8,-1.5,2.6,7.8,3,120.7,67.2,-67.1,0.9,4.1
,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
